date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:44:52	104723593/104723593	---M--	200	added ('OK')	application/vnd.android.package-archive	etag:%2263df489-8xmfG0a1FItgUS6xVM6VEUModlo%22	https://venom.foundation/venom-wallet.apk	D:/megapayer/venom.foundation/venom-wallet.apk	(from https://venom.foundation/)
14:44:54	900/900	---MCZ	200	added ('OK')	application/javascript	etag:W/%22384-C8D2q5LGSZeqBjGvbXnQ5b2n4OM%22	https://venom.foundation/_nuxt/privacy-policy.28c40f7d.js	D:/megapayer/venom.foundation/_nuxt/privacy-policy.28c40f7d.js	(from https://venom.foundation/privacy-policy)
14:44:56	3375/3375	---MCZ	200	added ('OK')	text/css	etag:W/%22208-P/llwlZUGHiCY0tplxyYUJkDU18%22	https://venom.foundation/_nuxt/KitMdRender.05632896.css	D:/megapayer/venom.foundation/_nuxt/KitMdRender.05632896.css	(from https://venom.foundation/privacy-policy)
14:44:57	695/695	---MCZ	200	added ('OK')	application/javascript	etag:W/%222b7-69F4cERvP5VYjjCTaw+dqzDqR00%22	https://venom.foundation/_nuxt/KitMdRender.4569a1d9.js	D:/megapayer/venom.foundation/_nuxt/KitMdRender.4569a1d9.js	(from https://venom.foundation/privacy-policy)
14:44:58	2158/2158	---MCZ	200	added ('OK')	application/javascript	etag:W/%22391-asZxpzgn3RD3P5L5SRlT2yoFpAA%22	https://venom.foundation/_nuxt/ContentDoc.40a4be54.js	D:/megapayer/venom.foundation/_nuxt/ContentDoc.40a4be54.js	(from https://venom.foundation/privacy-policy)
14:44:59	1287/1287	---MCZ	200	added ('OK')	application/javascript	etag:W/%2222e-UqemmuLUPMyAF11Wzh40M+WPp0w%22	https://venom.foundation/_nuxt/ContentRenderer.a7ade47c.js	D:/megapayer/venom.foundation/_nuxt/ContentRenderer.a7ade47c.js	(from https://venom.foundation/privacy-policy)
14:45:00	22158/22158	---MCZ	200	added ('OK')	application/javascript	etag:W/%221ba4-R+zK+x2AGmszyGtgnK+7W2i0wlA%22	https://venom.foundation/_nuxt/ContentRendererMarkdown.de758799.js	D:/megapayer/venom.foundation/_nuxt/ContentRendererMarkdown.de758799.js	(from https://venom.foundation/privacy-policy)
14:45:01	620/620	---MCZ	200	added ('OK')	application/javascript	etag:W/%2226c-+VpW5S3yY9LeN0pZkd2hWLzNeBY%22	https://venom.foundation/_nuxt/index.a6ef77ff.js	D:/megapayer/venom.foundation/_nuxt/index.a6ef77ff.js	(from https://venom.foundation/privacy-policy)
14:45:02	482/482	---MCZ	200	added ('OK')	application/javascript	etag:W/%221e2-7vAth56tD7k4NwPJcGVqMolawiY%22	https://venom.foundation/_nuxt/ProseH2.8c2e978e.js	D:/megapayer/venom.foundation/_nuxt/ProseH2.8c2e978e.js	(from https://venom.foundation/privacy-policy)
14:45:03	306/306	---MCZ	200	added ('OK')	application/javascript	etag:W/%22132-uPTctGoapviinHzTUjOZQH3jGjw%22	https://venom.foundation/_nuxt/ProseStrong.11bc85c8.js	D:/megapayer/venom.foundation/_nuxt/ProseStrong.11bc85c8.js	(from https://venom.foundation/privacy-policy)
14:45:05	482/482	---MCZ	200	added ('OK')	application/javascript	etag:W/%221e2-QHDFk3r8Gv97z5kEtN8o9MjOluc%22	https://venom.foundation/_nuxt/ProseH3.f1b104d0.js	D:/megapayer/venom.foundation/_nuxt/ProseH3.f1b104d0.js	(from https://venom.foundation/privacy-policy)
14:45:06	306/306	---MCZ	200	added ('OK')	application/javascript	etag:W/%22132-YtHH1ZkbbdexfD+ZvNJmphgd2HE%22	https://venom.foundation/_nuxt/ProseP.306c71ca.js	D:/megapayer/venom.foundation/_nuxt/ProseP.306c71ca.js	(from https://venom.foundation/privacy-policy)
14:45:07	416/416	---MCZ	200	added ('OK')	application/javascript	etag:W/%221a0-cc06pLtF3X1I6iK/9QJeFR+86V4%22	https://venom.foundation/_nuxt/ProseA.ac169528.js	D:/megapayer/venom.foundation/_nuxt/ProseA.ac169528.js	(from https://venom.foundation/privacy-policy)
14:45:08	307/307	---MCZ	200	added ('OK')	application/javascript	etag:W/%22133-qXLOTrjTVh176QaSoDQJKRu0b9w%22	https://venom.foundation/_nuxt/ProseUl.a4d2733f.js	D:/megapayer/venom.foundation/_nuxt/ProseUl.a4d2733f.js	(from https://venom.foundation/privacy-policy)
14:45:09	307/307	---MCZ	200	added ('OK')	application/javascript	etag:W/%22133-7uZffTYpFVzpx4hNz2XrxK84lHg%22	https://venom.foundation/_nuxt/ProseLi.24a3e113.js	D:/megapayer/venom.foundation/_nuxt/ProseLi.24a3e113.js	(from https://venom.foundation/privacy-policy)
14:45:11	307/307	---MCZ	200	added ('OK')	application/javascript	etag:W/%22133-OXX4i1N7o15XIw5+GpSubua/L4E%22	https://venom.foundation/_nuxt/ProseEm.63e9ce99.js	D:/megapayer/venom.foundation/_nuxt/ProseEm.63e9ce99.js	(from https://venom.foundation/privacy-policy)
14:45:12	920/920	---MCZ	200	added ('OK')	application/javascript	etag:W/%22398-DkCKkT9Xm3dNkO9lfACm3BSrSVg%22	https://venom.foundation/_nuxt/terms-of-use.b286be1d.js	D:/megapayer/venom.foundation/_nuxt/terms-of-use.b286be1d.js	(from https://venom.foundation/terms-of-use)
